"|","|__date","|__Aqua","|__year","|__Air Panas+gula","|__Test Food","|__tea float","|__Orange Float","|__Ayam Goreng","|__test food","|__Kopi Susu","|__sosis 1rb","|__sosis goreng","|__Sop","|__test2","|__Nasi Telur ","|__Nasi Bungkus","|__Tahu Tek","|__es batu","|__Krupuk","|__Kentang Goreng","|__voucher 15.000","|__Spaghetti","|__Teh Panas","|__french fries ","|__ayam geprek","|__Ayam Geprek (Tanpa Nasi)","|__SebLak Muzam","|__Mie Keriting","|__Nasi Goreng","|__kerupuk udang","|__tahu crispy","|__telur mata sapi","|__voucher 11000","|__Sosis","|__Telur Mata Sapi","|__Tahu Tek ","|__Club","|__Seblak AsLi","|__Isoplus","|__NasBung B","|__Pisang G","|__Sprite","|__Fanta","|__Nasi Pindang","|__Nasi Telur","|__Es Buah","|__Mie (Tanpa Telur)","|__Ayam Silep (tanpa nasi)","|__Nasi Sosis Goreng","|__ayam silep","|__Floridina","|__Coca-Cola","|__Sosis Naget","|__month","|__Es Kopi Durian","|__Sereal","|__Frestea","|__Aqua 600ml","|__Mie Ayam","|__NasBung A","|__Kopi Hitam","|__soto ayam","|__tahu ranjau","|__gorengan","|__nasi ayam silep","|__Es Milo","|__ES","|__Nasi Bungkus ","|__Soto","|__Masak Mie ","|__Air Mineral","|__Kerupuk ","|__Es Krim","|__Jeruk Hangat","|__Kerupuk","|__Coca Cola Float","|__Sayur Asem Tempe Goreng","|__Es Chocolatos","|__Nasi Putih ","|__Ayam Geprek","|__Nasi Sosis","|__Tahu Krispy","|__Sayur Asem Lele","|__soto","|__Masak Mie","|__Sosis 1rb","|__voucher 15000","|__Es Salju","|__Es Cendol","|__sebLak 375","|__Popmie","|__Teh Pucuk Harum","|__Nasi Ayam","|__Kentang G","|__Tahu G","|__Milo","|__Siomay","|__Cireng isi","|__Mie","|__Penyetan Dadar","|__Voucher","|__Coffee Float","|__Sayur Sop Tempe Goreng","|__Sayur Sop Ayam Goreng","|__Aneka Kopi","|__Cireng Isi","|__Masak Mie+Telur","|__Penyetan Telur ","|__Penyetan Lele","|__Pecel Tempe","|__Penyetan Ayam ","|__Es Batu/air panas","|__sayur Asem lele","|__sosis 1rb ","|__tes","|__Ayam Silep","|__Ayam Silep (Tanpa nasi)","|__Es Salju (Slushy)","|__sosis","|__Es Dawet Cincau","|__Es Teh","|__Tea Float","|__mie","|__Es Batu","|__Sosis 1rb ","|__Nasi Putih","|__air gelas","|__Penyetan Tempe","|__Kuah Sop ","|__Air Panas","|__Es krim","|__Es Jeruk","|__brengkesan pindang","|__Sayur Asem Telur Goreng","|__Penyetan Ikan Asin","|__Es Kopi","|__Chocolatos Float","|__Mie Tanpa Telur","|__French Fries","|__nasi goreng","|__masak mie+telur","|__ayam silep (tanpa nasi)","|__nasi sosis goreng ","|__masak mie","|__nasi putih","|__nasi telur","|__Lele goreng","|__Gorengan ","|__Telor Matasapi","|__total","|__Risol Mayo","|__Pisang Coklat Keju","|__Chocolatos Panas","|__Kuah Sop","|__penyetan lele","|__mie tanpa telur","|__cireng ","|__Test","|__jeruk hangat","|__cireng isi","|__jus mangga","|__Masak Mie + Telur","|__Sosis Goreng","|__Sayur Sop Telur Goreng","|__Tahu Telur","|__Tes","|__test","|__test minuman2","|__Es Dawet","|__Bakso","|__Gorengan","|__Sayur Asem Dadar","|__Es Kopi/chocolatos","|__Sayur Asem Ayam Goreng","|__Sebak 375","|__timestamp___seconds","|__timestamp___nanoseconds","|__customerNumber","|__-","|__Voucher Rp11000","|__cireng jumbo","|__Teh Hangat"
"2023-05-12","2023-05-12","","2023","","","","","","","","","","","","1","","","","","3","","1","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","2023-05","","","","","","","","","","","","19","","","45","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","70","","","","","","","","","","","","","","","","","4","","","","1","93","","","","","8","","","","","","","","","","","","","","","","","","","","","","","1","1525000","","","","","","","","11","","","","","","","","","","","","","","","","","","1683879770","153000000","62","","","",""
"2023-05-13","2023-05-13","","2023","","","","","","","","","","","","1","","","","","13","","","1","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","2023-05","","","","","","","3","","","","","9","","","13","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","4","","","","","31","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","595000","","","","","","","","","","","","","","","","","","","","10","","","","","","1683966138","679000000","35","","","",""
"2023-05-14","2023-05-14","","2023","","","","","","","","","","","","1","","","","","8","","","1","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","2023-05","","","","","","","","","","","","4","","","8","","","","","","","","","","","","1","8","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","3","","","","","28","","","","","5","","","","","","","","","","","","","","","","","","","","","","","1","429000","","","","","","","","","","","","","","","","","","","","3","","","","","","1684052714","36000000","21","","","",""
"2023-05-15","2023-05-15","","2023","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023-05","","","","","","","","","","","","1","","","3","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","1","","","","","15","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","188000","","","","","","","","","","","","","","","","","","","","2","","","","","","1684140867","102000000","13","","","",""
"2023-05-16","2023-05-16","","2023","","","","","","","","","","","","2","","","","","11","","","","","","","","","5","","","","","","","","1","","","","","","","","","2","","","","","","","","2023-05","","","","","","","1","","","","","10","","","14","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","6","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","586000","","","","","","","","","","","","","","","","","","","","5","","","","","","1684226802","577000000","28","","","",""
"2023-05-17","2023-05-17","","2023","","","","","","","","","","","","1","","","","","8","","","","","","","","","","","","","","","","","1","","","","","","","","","12","","","","","","","","2023-05","","","","","","","","","","","","9","","","18","","","","","","","","","","","","1","3","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","7","","","","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","663000","","","","","","","","","","","","","","","","","","","","9","","","","","","1684314747","364000000","33","","","",""
"2023-05-18","2023-05-18","","2023","","","","","","","","","","","","4","","","","","6","","","5","","","","","","10","","","","","","","","1","","","","","","","","","5","","","","","","","","2023-05","","","","","","","3","","","","","14","","","38","","","","","","","","","","","","4","18","","","","","","","","","","","","","","","","","68","","","","","","","","","","","","","","","","","13","","","","","47","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","1534000","","","","","","","","1","","","","","","","","","","","","4","","","","","","1684397519","76000000","67","","","",""
"2023-05-19","2023-05-19","","2023","","","","","","","","","","","","1","","","","","","","","2","","","","","","2","","","","","","","","4","","","","","","","","","8","","","","","","","","2023-05","","","","","","","1","","","","","15","","","32","","","","","","","","","","","","2","38","","","","","","","","","","","","","","","","","47","","","","","","","","","","","","","","","","","7","","","","","92","","","","","4","","","","","","","","","","","","","","","","","","","","","","","1","1436000","","","","","","","","1","","","","","","","7","","","","","4","","","","","","1684485114","410000000","85","","","",""
"2023-05-20","2023-05-20","","2023","","","","","","","","","","","","","","","","","","","","1","","","","","","5","","","","","","","2","1","","","","","","","","","3","","","","","","","","2023-05","","","","","","","","","","","","9","","","4","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","4","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277000","","","","","","","","","","","","","","","","","","","","2","","","","","","1684571409","643000000","15","","","",""
"2023-05-21","2023-05-21","","2023","","","","","","","","","","","","","3","","","","","","","5","","","","","","5","","","","","","","3","2","","","","","","","","1","5","","","","","","","","2023-05","","","","","","","6","","","","","14","","","11","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","4","","","","","27","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","701000","","","","","","","","","","","","","","","","","","","","16","","","","","","1684657238","407000000","34","","","",""
"2023-05-22","2023-05-22","","2023","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","1","","","","","","","","","1","","","","","","","","","2023-05","","","","","","","","","","","","","","","3","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","2","","","","","13","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","187000","","","","","","","","","","","","","","","","","","","","1","","","","","","1684743135","17000000","11","","","",""
"2023-05-23","2023-05-23","","2023","","","","","","","","","","","","","","","","","","","","2","","","","","","1","","","","","","","2","","","","","","","","","2","","","","","","","","","2023-05","","","","","","","","","","","","2","","","19","","","","","","","","","","","","","17","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","2","","","","","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450000","","","","","","","","2","","","","","","","","","","","","4","","","","","","1684833002","518000000","20","","","",""
"2023-05-24","2023-05-24","","2023","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","1","","","","","","","","2023-05","","","","","","","1","","","","","4","","","10","","","","","","","","","","","","","6","","","","","","","","","","","","","","","6","","6","","","","","","","","","","","","","","","","","","","","","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323000","","","","","","","","","","","","","","","","","","","","","","","","","","1684913227","931000000","20","","","",""
"2023-05-25","2023-05-25","","2023","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","2023-05","","","","","","","1","","","","","","","","8","","","","","","","","","","","","","4","","","","","","","","","","","","","","","10","","9","","","","","","","","","","","","","","","","","4","","","","","18","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","377000","","","","","","","","","","","","","","","","","","","","","","","","","","1685002611","671000000","20","","","",""
"2023-05-26","2023-05-26","","2023","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","2","9","","","","","","","","5","4","","","","","","","","2023-05","","","","","","","","","","","","17","","","19","","","","","","","","","","","","","37","","","","","","","","","","","","","","","2","","77","","","","","","","","","","","","","","","","","7","","","","","53","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","1488000","","","","","","","","1","","","","","","","","","","","","4","","","","","","1685087824","24000000","77","","","",""
"2023-05-27","2023-05-27","","2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","1","6","","","","","","","","2023-05","","","","","","","1","","","","","12","","","18","","","","","","","","","","","","","13","","","","","","","","","","","","","","","9","","17","","","","","","","","","","","","","","","","","","","","","","28","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","635000","","","","","","","","","","","","","","","","","","","","","","","","","","1685176625","89000000","31","","","",""
"2023-05-28","2023-05-28","","2023","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","3","","","","","","","","","6","","","","","","","","2023-05","","","","","","","6","","","","","12","","","32","","","","","","","","","","","","","14","","","","","","","","","","","","","","","9","","14","","","","","","","","","","","","","","","","","2","","","","","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","863000","","","","","","","","1","","","","","","","","","","","","5","","","","","","1685261332","907000000","45","","","",""
"2023-05-29","2023-05-29","","2023","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2023-05","","","","","","","","","","","","3","","","8","","","","","","","","","","","","","7","","","","","","","","","","","","","","","3","","7","","","","","","","","","","","","","","","","","1","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","287000","","","","","","","","","","","","","","","","","","","","3","","","","","","1685351790","80000000","16","","","",""
"2023-05-30","2023-05-30","","2023","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","2","","","","","","","","","2023-05","","","","","","","5","","","","","3","","","4","","","","","","","","","","","","","3","","","","","","","","","","","","","","","8","","14","","","","","","","","","","","","","","","","","3","","","","","20","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","414000","","","","","","","","","","","","","","","","","","","","","","","","","","1685435720","878000000","24","","","",""
"2023-05-31","2023-05-31","","2023","","","","","","","","","","","","","","","","","","","","4","","","","","","3","","","","","","","1","2","","","","","","","","1","","","","","","","","","2023-05","","","","","","","1","","","","","","","","19","","","","","","","","","","","","","13","","","","","","","","","","","","","","","8","","11","","","","","","","","","","","","","","","","","1","","","","","32","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","592000","","","","","","","","","","","","","","","","","","","","4","","","","","","1685526055","538000000","33","","","",""
